NAPS ID,percent completeness_2013,mean_2013,percent completeness_2014,mean_2014,elevation,percent completeness_2015,mean_2015,percent completeness_2016,mean_2016,numObs,meanNO2_2014_2016,Ra10m,aR10m,bR10m,cR10m,dR10m,eR10m,fR10m,Ra25m,aR25m,bR25m,cR25m,dR25m,eR25m,fR25m,Ra50m,aR50m,bR50m,cR50m,dR50m,eR50m,fR50m,Ra100m,aR100m,bR100m,cR100m,dR100m,eR100m,fR100m,Ra250m,aR250m,bR250m,cR250m,dR250m,eR250m,fR250m,Ra500m,aR500m,bR500m,cR500m,dR500m,eR500m,fR500m,Ra750m,aR750m,bR750m,cR750m,dR750m,eR750m,fR750m,Ra1000m,aR1000m,bR1000m,cR1000m,dR1000m,eR1000m,fR1000m,Ra2000m,aR2000m,bR2000m,cR2000m,dR2000m,eR2000m,fR2000m,Ra3000m,aR3000m,bR3000m,cR3000m,dR3000m,eR3000m,fR3000m,Ra4000m,aR4000m,bR4000m,cR4000m,dR4000m,eR4000m,fR4000m,Ra5000m,aR5000m,bR5000m,cR5000m,dR5000m,eR5000m,fR5000m,Ra10000m,aR10000m,bR10000m,cR10000m,dR10000m,eR10000m,fR10000m,Ra15000m,aR15000m,bR15000m,cR15000m,dR15000m,eR15000m,fR15000m,Ra20000m,aR20000m,bR20000m,cR20000m,dR20000m,eR20000m,fR20000m,aL10m,bL10m,cL10m,aL25m,bL25m,cL25m,aL50m,bL50m,cL50m,aL100m,bL100m,cL100m,aL250m,bL250m,cL250m,aL500m,bL500m,cL500m,aL750m,bL750m,cL750m,aL1000m,bL1000m,cL1000m,aL2000m,bL2000m,cL2000m,aL3000m,bL3000m,cL3000m,aL4000m,bL4000m,cL4000m,aL5000m,bL5000m,cL5000m,aL10000m,bL10000m,cL10000m,aL15000m,bL15000m,cL15000m,aL20000m,bL20000m,cL20000m,port_dist,te_14_16,pr_14_16,sat_10_12,N650m,wa50m,wa100m,wa250m,wa500m,wa750m,wa1000m,wa2000m,wa3000m,wa4000m,wa5000m,wa10000m,wa15000m,wa20000m,PD10,PD25,PD50,PD100,PD250,PD500,PD750,PD1000,PD2000,PD3000,PD4000,PD5000,PD10000,PD15000,PD20000,NDVI_14_16_50m,NDVI_14_16_100m,NDVI_14_16_250m,NDVI_14_16_500m,NDVI_14_16_750m,NDVI_14_16_1000m,NDVI_14_16_2000m,NDVI_14_16_3000m,NDVI_14_16_4000m,NDVI_14_16_5000m,NDVI_14_16_10000m,NDVI_14_16_15000m,NDVI_14_16_20000m
91401,97,6,98,6,1000,98,4,80,4,3,4.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.420703664,0,0.420703664,0.420703664,0,0,0,1.388144034,0,1.388144034,1.388144034,0,0,0,3.729028574,0,3.729028574,3.729028574,0,0,0,5.834820136,0,5.834820136,5.834820136,0,0,0,8.334811861,0,8.334811861,8.334811861,0,0,0,10.63528484,0,10.63528484,10.63528484,0,0,0,22.70308376,0,22.70308376,22.70308376,0,0,0,51.07979992,0,51.07979992,51.07979992,0,0,0,114.9505651,0,114.9505651,114.9505651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.7263049,29.49879953,0,22.17653454,31.43943857,689705,10.0698996,1.96322,1.46863,0.76714549,0,0,0,0,0,0,0,0,0,0,0.002441494,0.008704925,0.006776274,0,0,0,0,15,15,15,15,62,112,266,360,917,9088,11394,0.725621847,0.732193731,0.708727448,0.685665646,0.69217927,0.691270529,0.724914772,0.725910293,0.72122787,0.719094009,0.716764776,0.711951276,0.719468572
91501,97,3,97,4,762,98,3,98,4,3,3.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.097237229,2.969565883,0,2.969565883,2.969565883,0,0,4.38177258,7.15229255,0,7.15229255,7.15229255,0,0,8.103964633,16.20227366,0,16.20227366,16.20227366,0,0,10.28522195,25.9493098,0,25.9493098,25.9493098,0,0,12.4594576,32.48586877,0,32.48586877,32.48586877,0,0,24.22967416,60.69703995,0,60.69703995,60.69703995,0,0,35.67365712,114.2356382,0,114.2356382,114.2356382,0,0,47.76661531,179.332917,0,179.332917,179.332917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1863912,0.639110357,0,1.557960204,1.519560278,0,2.972781471,5.058051527,1.465905679,5.596497398,10.83180688,2.081907115,16.2962107,21.01448565,2.081907115,21.43568502,24.39474389,2.081907115,21.83671102,24.59116557,2.081907115,21.83671102,24.59116557,2.081907115,21.83671102,24.59116557,2.081907115,38.7277941,38.94902124,695518,9.3001003,1.38492,1.32968,0.69398917,0,0,0,0,0,0,0,0,0,0,0.010624909,0.007835657,0.0120071,0,0,0,0,5,5,5,118,1074,2501,2672,2804,3768,4988,8365,0.553894766,0.527539552,0.523581173,0.553609006,0.554533796,0.556397285,0.578604156,0.584618807,0.597026515,0.607937716,0.633028384,0.63264724,0.625331248
91601,99,5,99,5,800,98,5,90,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.054518283,0,6.054518283,6.054518283,0,0,0,11.16516267,0,11.16516267,11.16516267,0,0,1.940014093,15.49599698,0,15.49599698,15.49599698,0.063582862,0,6.433252226,19.62561626,0,19.62561626,19.62561626,0.063582862,0,19.09678831,48.76625464,0,48.76625464,48.76625464,11.77109204,0,30.40248835,76.48951104,0,76.48951104,76.48951104,24.89532902,0,41.08698449,119.0550129,0,119.0550129,119.0550129,35.37621854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,684221,9.9823799,1.36938,1.22686,0.681323109,0,0,0,0,0,0,0,0,0,0.002803913,0.001322723,0.002170572,0.003183625,0,0,0,0,0,0,0,10,46,69,69,123,774,1161,1705,0.64251144,0.679644352,0.709128576,0.72437008,0.726392111,0.727376875,0.729800719,0.730612323,0.735982774,0.734465827,0.727031751,0.716161036,0.714069444
91701,96,1,98,1,1428,95,1,82,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160095941,0,0,0,0,0,0,0.850385359,0,0,0,0,0,0,1.412648657,0,0,0,0,0,0,3.161497465,0,0,0,0,0,0,5.494469485,3.800735317,0,3.800735317,3.800735317,0,0,7.580270208,6.5615604,0,6.5615604,6.5615604,0,0,9.628440421,9.020702229,0,9.020702229,9.020702229,0,0,13.42294734,13.09549515,0,13.09549515,13.09549515,0,0,34.20160497,31.16412017,0,31.16412017,31.16412017,0,0,53.32205302,49.27326613,0,49.27326613,49.27326613,0.818962117,0,77.83582161,67.02188879,0,67.02188879,67.02188879,0.818962117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587520,9.3898602,1.6065,0.685231,0.705587695,0,0,0,0,0,0,0,0,0,0,0,0,0.00030873,0,0,0,0,0,0,0,0,0,0,0,0,0,170,210,0.725019179,0.730482976,0.739687349,0.69479538,0.654000229,0.628295123,0.580946542,0.569531842,0.569024972,0.574667614,0.572152985,0.592844287,0.602029327
91801,96,1,96,1,238,97,2,98,1,3,1.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1269320,5.1896501,0.80147,0.325358,0.569856053,0,0,0.09025788,0.236091298,0.31915569,0.364228368,0.393461633,0.314299871,0.291555169,0.307738962,0.28977513,0.236332636,0.259712302,0,0,0,0,57,87,109,109,514,810,951,951,1078,1078,1078,0.554789148,0.545240668,0.512281515,0.537553451,0.545627472,0.560972509,0.56766221,0.583152138,0.588606665,0.59175196,0.605537529,0.628424853,0.624502077
91901,94,2,96,3,1140,95,3,93,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.600165256,0,4.600165256,4.600165256,0,0,0,8.549465957,0,8.549465957,8.549465957,0,0,0,11.91314878,0,11.91314878,11.91314878,0,0,0,27.41537413,0,27.41537413,27.41537413,0,0,0,42.3995222,0,42.3995222,42.3995222,0,0,0,114.1650069,0,114.1650069,114.1650069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.01038673,32.86748491,650614,9.9269304,1.41336,1.29022,0.732437243,0,0,0,0,0,0,0,0,0,0,0.000528492,0.005079152,0.003414531,0,0,0,0,0,0,0,0,31,31,71,207,560,1608,6845,0.720155251,0.729119762,0.726642228,0.714483262,0.71251586,0.70701662,0.704098776,0.681759478,0.677428961,0.67302225,0.670427688,0.661921003,0.660020393
92001,96,10,97,12,658,100,10,99,9,3,10.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.180193952,0,0.702735049,3.789803016,0,3.789803016,3.789803016,5.264248417,0,6.754033891,13.16239141,0,13.16239141,13.16239141,10.47502022,0,14.54348627,20.6380633,0,20.6380633,20.6380633,14.65518311,0,19.95221204,28.45687668,0,28.45687668,28.45687668,20.20075938,0,24.16706452,35.3704428,0,35.3704428,35.3704428,26.10275657,0,41.11988525,91.48708918,0,91.48708918,91.48708918,31.48082414,0,63.17432279,141.9131942,0,141.9131942,141.9131942,31.48082414,0,82.97636985,206.7295731,0,206.7295731,206.7295731,31.48082414,0,0,0.062752135,0,0,0.156880337,0,0,0.314157607,0.015714873,0,0.62565913,0.330003603,0,1.395954658,1.418481374,0,2.795968995,5.060927825,0.344026723,7.243636171,8.2683717,1.884129783,16.6048018,14.95469949,11.60761313,46.15133433,47.74997705,19.80279948,92.94796297,92.64436429,26.11265111,155.5296353,141.1179981,26.69817832,185.6956799,163.6874942,26.69817832,210.5425393,178.9144952,26.69817832,213.1862986,180.2171227,26.69817832,226.909089,191.562667,708444,9.5379696,1.26222,1.67529,0.566031379,0,0,0,0,0,0,0,0,0,0.000685965,0.027486085,0.046359196,0.043303121,0,0,0,0,136,942,2587,3468,15099,31803,50395,60732,71110,75160,78266,0.503093502,0.499120044,0.466022699,0.419389182,0.385752431,0.355577891,0.340725529,0.368104784,0.405043467,0.442758549,0.53948995,0.574357006,0.594183034
92201,95,5,96,4,767,97,5,98,4,3,4.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.502223684,0,2.502223684,2.502223684,0,0,0,5.121244493,0,5.121244493,5.121244493,0,0,5.023534853,9.00408327,0,9.00408327,9.00408327,0,0,14.01260865,15.4019814,0,15.4019814,15.4019814,0,0,50.18908716,58.51171344,0,58.51171344,58.51171344,0,0,90.88758909,113.7136876,0,113.7136876,113.7136876,0,0,132.2113706,191.9273656,0,191.9273656,191.9273656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.14824575,0,0,20.67185371,2.148612204,2.157776655,130.0716098,31.73072323,2.711464774,245.430537,34.28780126,10.54792352,446.7517711,36.01162934,853000,9.4391804,1.37115,3.0906401,0.78612545,0,0,0,0,0,0,0,0,0,0,0.01141493,0.010499552,0.017992144,0,0,0,0,0,0,21,21,44,79,228,310,3864,5019,6604,0.736053026,0.738165004,0.729956965,0.724031785,0.702817658,0.695823293,0.701612533,0.692691654,0.679406215,0.680578601,0.685488187,0.678372126,0.670505604
92301,95,11,95,11,631,96,11,,,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070318278,0,0.070318278,0.070318278,0,0,0.167802822,0.186849728,0,0.186849728,0.186849728,0,0,0.487741206,0.494184662,0,0.494184662,0.494184662,0,0,1.958035789,0.996916634,0,0.996916634,0.996916634,0,0,3.151900514,1.50569732,0,1.50569732,1.50569732,0,0,4.101826575,2.013776745,0,2.013776745,2.013776745,0,0,5.118942635,4.338381638,0,4.338381638,4.338381638,0,0,6.125636971,6.496746204,0,6.496746204,6.496746204,0,0,8.571076698,8.568226737,0,8.568226737,8.568226737,0,0,13.77010598,10.60946513,0,10.60946513,10.60946513,0,0,44.77656603,56.83085728,0,56.83085728,56.83085728,0,0,118.1912477,153.5364646,0,153.5364646,153.5364646,0,0,195.9827636,246.8216929,0,246.8216929,246.8216929,0,0,0,0.062752135,0,0,0.156880337,0,0,0.313952598,0,0,0.628113524,0,0,1.570590351,0,0,3.141385651,0,0,4.712180882,0,0,6.282977474,0,0,21.32494507,0,0,33.39775699,0,0,43.84055025,0,0,54.53212721,0,0,188.431474,0,17.12393116,431.3969897,50.88617888,46.35757084,669.8242079,122.2993198,845616,9.9524698,1.22207,2.6784899,0.356787995,0,0,0,0,0.015655929,0.04855351,0.103871457,0.067156207,0.043636962,0.036031659,0.014954272,0.011505809,0.00805716,0,0,0,0,0,0,0,0,10,10,42,42,510,6825,26606,0.338375977,0.356807858,0.363149818,0.306888619,0.307736685,0.346370823,0.477332242,0.535684194,0.566060139,0.578141827,0.623762992,0.636753406,0.652252104
92601,94,4,99,4,900,98,4,98,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.828060797,0,0.828060797,0.828060797,0,0,0,1.391147737,0,1.391147737,1.391147737,0,0,0,1.91965508,0,1.91965508,1.91965508,0,0,3.203693096,6.217846795,0,6.217846795,6.217846795,0,0,5.350770976,10.98307779,0,10.98307779,10.98307779,0,0,7.508638775,15.48241047,0,15.48241047,15.48241047,0,0,11.17271652,19.91803118,0,19.91803118,19.91803118,0,0,23.42321498,42.13859493,0,42.13859493,42.13859493,0,0,37.69500478,95.54848533,0,95.54848533,95.54848533,0,0,50.90800052,172.7177891,0,172.7177891,172.7177891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.583075466,43.98765882,0,2.471797593,81.62831041,6.675227042,2.471797593,134.4865114,6.675227042,724459,10.1969004,1.54504,1.58549,0.713339845,0,0,0,0,0,0,0,0,0,0.00138442,0.001810952,0.001648158,0.00285309,0,0,0,0,0,0,27,27,108,562,744,828,1300,3251,4577,0.688087516,0.702279596,0.710437771,0.69837131,0.701180507,0.702273812,0.677051889,0.661839287,0.664695693,0.672191683,0.68131783,0.685113744,0.684294167
92901,97,8,98,8,894,98,8,90,7,3,7.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.583105654,0,0,0,0,0,0,1.261044854,0.885445703,0,0.885445703,0.885445703,0,0,1.841552725,3.300427387,0,3.300427387,3.300427387,0,0,4.080691809,11.08020504,0,11.08020504,11.08020504,0,0,9.58318478,18.15911411,0,18.15911411,18.15911411,1.217798922,0,12.01122065,24.66701775,0,24.66701775,24.66701775,3.376717952,0,14.02341609,30.91132184,0,30.91132184,30.91132184,4.947299546,0,24.82249495,62.52694035,0,62.52694035,62.52694035,19.04968864,0,37.411778,101.083747,0,101.083747,101.083747,31.59187871,0,56.45809495,136.1715696,0,136.1715696,136.1715696,39.3496288,0,0,0.062752135,0,0,0.156880337,0,0,0.313952598,0,0,0.628113524,0,0,1.570590351,0,1.205999591,3.101885629,0,3.358340281,4.699772554,0,6.965940191,9.521006336,1.858695642,12.61327095,31.11712894,14.53497186,16.08534886,40.50239301,27.44234103,19.04668638,54.06958696,37.58665145,26.70376026,66.92116498,41.33103401,35.00405233,82.17529986,41.33103401,35.00405233,82.17529986,41.33103401,35.00405233,82.17529986,41.33103401,656443,9.9324703,1.38863,1.13238,0.694332272,0,0,0,0,0,0,0,0,0,0,0.000509055,0.001538495,0.00323249,0,0,0,0,10,10,10,25,1650,3673,6878,8211,10308,11122,11449,0.545339152,0.563926591,0.553166566,0.54480361,0.525868326,0.534808361,0.595207647,0.617365214,0.631457131,0.643834054,0.668151425,0.676238638,0.680840941
93101,99,4,99,4,772,98,3,81,4,3,3.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.386301957,0,3.386301957,3.386301957,0,0,0,6.295007176,0,6.295007176,6.295007176,0,0,0,8.567812447,0,8.567812447,8.567812447,0,0,0,38.09298002,0,38.09298002,38.09298002,0,0,21.33076976,85.74311693,0,85.74311693,85.74311693,0,0,35.22528295,135.8066506,0,135.8066506,135.8066506,0,0,0,0.062752135,0,0,0.156880337,0,0,0.313952598,0,0,0.628113524,0,0,1.570590351,0,0,3.141385651,0,0,4.712180882,0,0,6.282977474,0,0,12.56616229,0,0,18.84934674,0,0,25.13253246,0,0,31.41571732,0,0,120.9051793,0,1.352406129,329.6119823,18.43596556,2.030213232,609.9204181,19.63727117,750528,10.2209997,1.3465,3.2613299,0.692692516,0,0,0,0,0,0,0,0,0,0,0.02953628,0.022567715,0.01784416,0,0,0,0,0,0,0,0,0,15,20,82,902,4069,6177,0.696271258,0.672580404,0.633505652,0.62256811,0.631913424,0.622129767,0.562938831,0.560632739,0.57265865,0.587260599,0.626337093,0.643383157,0.647491495
93202,16,,97,8,978,97,7,89,7,3,7.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.385634376,5.888112653,0,5.888112653,5.888112653,0,0,9.244300002,10.70421497,0,10.70421497,10.70421497,0,0,13.50714467,16.06959393,0,16.06959393,16.06959393,0,0,16.32352232,20.27918944,0,20.27918944,20.27918944,0,0,31.07330083,45.05158844,0,45.05158844,45.05158844,0.153857789,0,46.03209241,83.53617182,0,83.53617182,83.53617182,4.76688853,0,68.14838127,112.6303588,0,112.6303588,112.6303588,9.96553135,0,0,0.062752135,0,0,0.156880337,0,0,0.313952598,0,0,0.617101828,0.267407864,0.46969596,2.049323123,1.452836954,1.855817328,3.691151544,4.175354072,2.465435145,8.526479914,8.34516812,3.606846626,15.19968127,12.72495031,4.509180209,41.24676323,31.33960131,4.679171253,55.92825699,44.30588613,7.183849875,69.25702191,52.09674674,7.349994193,84.40640234,67.3401312,7.349994193,115.5692274,89.8967403,7.349994193,115.5692274,89.8967403,7.349994193,115.5692274,89.8967403,590118,10.3195,1.38963,1.27209,0.741916265,0,0,0,0,0,0,0,0,0,0,0,0.00172617,0.002622903,0,0,0,0,57,837,1144,2537,3694,4223,4930,6887,10040,10060,10265,0.680808259,0.583861554,0.435689013,0.424470696,0.429725064,0.45653289,0.535576318,0.576144042,0.604526662,0.624429916,0.659909406,0.658377393,0.655819485
93801,98,7,99,7,753,97,7,98,6,3,6.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.025398026,0,0,0,0,0,0,26.61779038,63.40307633,0,63.40307633,63.40307633,0,0,46.03364035,123.8246186,0,123.8246186,123.8246186,0,0,57.14053031,184.162324,0,184.162324,184.162324,0,0,0,0.062752135,0,0,0.156880337,0,0,0.313952598,0,0,0.628113524,0,0,1.570590351,0,0,3.141385651,0,0,4.661822542,0,0,6.037723751,0,0,13.48685218,0,0,20.04221188,0,0,27.85302514,1.33885004,0,41.6263988,1.33885004,15.51828191,164.626376,13.87594219,19.83470384,351.979101,32.49212847,19.83470384,484.1973356,34.16831676,741907,10.4375,1.33915,2.5323701,0.694516606,0,0,0,0.11755102,0.272216177,0.325827815,0.392980041,0.417117025,0.433901783,0.432766905,0.246529697,0.160677247,0.09572031,0,0,0,0,0,0,0,18,46,66,113,169,1051,3889,6922,0.613732823,0.631844218,0.59265588,0.593910048,0.587504161,0.585142094,0.553678111,0.554244983,0.51915846,0.510470057,0.617351355,0.662850906,0.677923634
93901,99,2,98,2,774,98,2,82,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.482674014,0,2.482674014,2.482674014,0,0,0,6.168541571,0,6.168541571,6.168541571,0,0,6.401360555,54.95391713,1.265652331,53.6882648,53.6882648,0,0,47.23857191,170.7908995,14.80770066,155.9831989,155.9831989,0,0,85.94608514,259.7097939,26.67991784,233.029876,233.029876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.835693188,0,0,17.11130299,0,0,30.12496616,0,7.916224354,137.4436112,24.69102189,7.916224354,233.2132792,31.15101652,19.17411957,650.0749746,123.9669733,760223,9.9745798,1.29895,3.38465,0.749516631,0,0,0,0,0,0,0,0.003672856,0.002542992,0.005028929,0.119673569,0.144388281,0.135857359,0,0,0,0,0,0,0,0,144,298,361,997,5138,9793,16053,0.712398794,0.722782496,0.743543314,0.739366433,0.729767894,0.736524507,0.732183546,0.726603116,0.723068524,0.716587664,0.697478639,0.695284731,0.683416292
94202,99,6,98,5,684,99,5,73,,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.363251654,0,4.363251654,4.363251654,0,0,0,7.410163034,0,7.410163034,7.410163034,0,0,0,27.59757343,0,27.59757343,27.59757343,0,0,27.45211891,61.1779677,0,61.1779677,61.1779677,0,0,45.39442247,144.9052737,18.17164968,126.7336241,126.7336241,0,0,0,0.062752135,0,0,0.156880337,0,0,0.313952598,0,0,0.628113524,0,0,1.740601172,0,0,4.563018029,0,0,7.104780858,0,0,10.42322263,0,0,23.59029618,0,0,48.47415049,0,0,70.85988262,0,0,103.654924,0,0,359.6980971,0,11.91847949,671.9645943,7.984266416,17.87519989,1105.451529,122.6534483,749442,10.4836998,1.2925299,2.6027999,0.362160652,0,0,0.006546645,0.041683694,0.074632286,0.08258381,0.043110498,0.043063016,0.042024699,0.048224938,0.058446231,0.076159252,0.070383636,0,0,0,0,0,0,0,0,15,73,83,88,1367,4201,9518,0.387032273,0.450760948,0.5756836,0.629250183,0.646093784,0.653297166,0.646183809,0.62516002,0.604590058,0.599327227,0.647039688,0.647059555,0.649446555
94301,89,5,87,4,556,96,4,98,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.748893399,0,0,0,0,0,0,1.358054278,0,0,0,0,0,0,2.478063541,0,0,0,0,0,0,6.405703219,5.208558263,0,5.208558263,5.208558263,0,0,11.56082586,8.102496104,0,8.102496104,8.102496104,0,0,12.58999909,10.40759214,0,10.40759214,10.40759214,0,0,13.69023395,15.17212574,0,15.17212574,15.17212574,0,0,20.80763578,55.09268117,0,55.09268117,55.09268117,7.144140873,0,26.14274387,82.79615706,0,82.79615706,82.79615706,7.144140873,0,31.76968633,146.4978644,0,146.4978644,146.4978644,7.144140873,0,0,0.062752135,0,0,0.155590564,0.052281477,0,0.298419495,0.197691582,0,0.627540226,0.399683557,0,1.920390257,0.92671837,0,4.359937309,1.843163313,0,6.9352366,3.525859423,0,9.220972992,4.960441585,4.399116456,26.71823547,15.57526778,9.31773529,61.18366047,31.89114164,9.945696271,86.5637397,36.13219033,9.945696271,105.0887142,37.85851426,16.05147593,187.5228161,63.57310267,16.05147593,224.8426879,63.57310267,16.05147593,231.1400215,63.57310267,1039620,8.5411701,1.12804,1.18742,0.471449061,0,0,0,0,0,0,0,0,0,0.005718576,0.066469769,0.143341525,0.16755856,0,0,0,0,56,274,857,1209,2504,7093,7948,8475,16404,18702,19998,0.48138182,0.500362502,0.538555865,0.574333144,0.597502715,0.606952891,0.584568448,0.574536146,0.582047069,0.592570061,0.620250377,0.630493598,0.635799439
94401,88,2,93,2,679,96,2,96,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053611474,0,0.053611474,0.053611474,0,0,0,0.181273523,0,0.181273523,0.181273523,0,0,0,0.492774733,0,0.492774733,0.492774733,0,0,0,0.99631825,0,0.99631825,0.99631825,0,0,0,1.497459641,0,1.497459641,1.497459641,0,0,0,1.998080425,0,1.998080425,1.998080425,0,0,0,3.99898243,0,3.99898243,3.99898243,0,0,0,5.999245138,0,5.999245138,5.999245138,0,0,0,8.115289752,0,8.115289752,8.115289752,0,0,0,10.29656754,0,10.29656754,10.29656754,0,0,17.04997089,30.67683168,0,30.67683168,30.67683168,0,0,41.66238174,80.9789686,0,80.9789686,80.9789686,0,0,59.63145492,135.2004943,0,135.2004943,135.2004943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,956620,7.94696,1.27975,2.0039101,0.644414695,0,0,0,0,0,0,0.028440298,0.035800693,0.057161489,0.07403573,0.083567245,0.058966624,0.054103047,0,0,0,0,0,0,0,0,5,20,41,71,832,1807,3087,0.659762491,0.665641878,0.702845657,0.717986091,0.719753863,0.713411629,0.704417177,0.712859372,0.715290283,0.715777269,0.702441526,0.697442952,0.699621342
